Country,Year,Central Govt Debt (Percentage of GDP),General Govt Debt (Percentage of GDP),Grant,Loan,Vague,Commercial,Development,Mixed,Representational,ACTION RELATING TO DEBT,"AGRICULTURE, FORESTRY, FISHING",BANKING AND FINANCIAL SERVICES,BUSINESS AND OTHER SERVICES,COMMUNICATIONS,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,DISASTER PREVENTION AND PREPAREDNESS,EDUCATION,EMERGENCY RESPONSE,ENERGY,GENERAL BUDGET SUPPORT,GENERAL ENVIRONMENTAL PROTECTION,GOVERNMENT AND CIVIL SOCIETY,HEALTH,"INDUSTRY, MINING, CONSTRUCTION",OTHER COMMODITY ASSISTANCE,OTHER MULTISECTOR,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,RECONSTRUCTION RELIEF AND REHABILITATION,TRADE POLICIES AND REGULATIONS,TRANSPORT AND STORAGE,UNALLOCATED/UNSPECIFIED,WATER SUPPLY AND SANITATION,No,Yes,Adjusted Amount (Nominal USD)
SR,2020,143.7755163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE,2020,42.10447554,39.51100498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2020,13.89294541,43.33265937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2020,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1961568.0
ST,2020,81.43632779,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,5165000.0
TW,2020,27.80210864,32.13629598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2020,45.04738868,45.09600255,6.0,1.0,,,7.0,,,,,,,,,,,,,,,,6.0,1.0,,,,,,,,,,1.0,6.0,12847204338.0
TL,2020,13.83629631,,6.0,,,,6.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,6.0,75970000.0
TG,2020,60.280264,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,3300000.0
TO,2020,43.61985584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,2020,61.97410668,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,1.0,10024352474.0
TN,2020,77.62382203,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,2351934522.0
TM,2020,13.12046416,13.12046416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,2020,8.912678985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2020,35.91065691,39.65041088,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,47727272727.0
UG,2020,46.32457202,,4.0,1.0,,,5.0,,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,,,,,,2.0,3.0,21113710185.0
UA,2020,60.44338974,60.508589,5.0,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,228320703.0
GB,2020,104.6149638,105.5991816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,2020,118.4207507,133.4837575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,2020,58.15223937,,15.0,,,,15.0,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,15.0,17636734.0
VU,2020,48.02411178,,7.0,,,,6.0,,1.0,,,,,,,,,1.0,,,,,5.0,,,,1.0,,,,,,,2.0,5.0,98562130.0
VE,2020,,327.7204835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VN,2020,39.01628958,41.26294347,2.0,1.0,,1.0,2.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,1.0,2.0,22739507445.0
PS,2020,61.21666852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE,2020,98.46952434,98.46952434,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,15208000.0
ZM,2020,140.2106182,,2.0,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,3002160000.0
ZW,2020,84.44771597,,11.0,,,,11.0,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,11.0,194966290.0
AF,2021,,,5.0,,,,5.0,,,,,,,,,,,2.0,,,,,3.0,,,,,,,,,,,1.0,4.0,5071145591.0
AL,2021,73.16289694,73.87775568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,2021,62.82192436,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,6120000000.0
AO,2021,86.86058241,,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,1.0,3160000000.0
AG,2021,102.3576292,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,36000000.0
AR,2021,80.9324681,,2.0,2.0,,1.0,3.0,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,,,,,3.0,1.0,2185072949.0
AM,2021,60.24793648,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,180000000.0
AU,2021,41.00510413,57.57556558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2021,62.43181377,82.2758044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,2021,26.44681055,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,270000000.0
BS,2021,90.71028783,,3.0,,,,3.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,2.0,34286920.0
BH,2021,126.2774824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,2021,35.61443976,,6.0,4.0,,,7.0,3.0,,,,,,,,,,2.0,4.0,,,,4.0,,,,,,,,,,,4.0,6.0,245558911320.0
BB,2021,141.483004,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,65000000.0
BY,2021,38.76906013,41.18201043,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1080000000.0
BE,2021,91.40952237,109.192693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,2021,80.12290352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ,2021,50.28895615,,1.0,5.0,,,2.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,3.0,1.0,,,5.0,1.0,117841782855.0
BT,2021,132.4188166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,2021,62.73414315,,10.0,,,,10.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,10.0,837950050.0
BA,2021,34.39913887,34.39913887,4.0,1.0,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,1.0,4.0,24642629411.0
BW,2021,19.65067459,,4.0,,,,4.0,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,4.0,367214866.0
BR,2021,85.58638854,90.06774701,3.0,1.0,,1.0,3.0,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,1.0,3.0,102919016000.0
BN,2021,2.514075503,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1893600000.0
BG,2021,31.44799865,33.70543171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF,2021,48.20927331,,4.0,1.0,,,5.0,,,,,,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,4.0,1.0,19742428426.0
BI,2021,66.56630096,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,900000000.0
CV,2021,142.9426246,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,90000000.0
CM,2021,41.31309518,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,2160000000.0
CA,2021,58.25296918,115.074087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,2021,47.59715726,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,298131932.0
TD,2021,55.91333244,,3.0,,,,3.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,1.0,2.0,3389726626.0
CL,2021,36.30330005,36.30329975,9.0,,,,9.0,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,9.0,18936360000.0
CO,2021,50.56774418,64.04178228,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,2.0,2.0,10322109000.0
KM,2021,25.3762934,,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,540000000.0
CG,2021,107.9213494,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,193344634.0
CR,2021,68.10415506,68.50710981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HR,2021,76.33486806,78.58576141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,2021,139.802155,101.2157144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,2021,43.5563638,42.01916704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,2021,50.85228854,,2.0,3.0,,,4.0,1.0,,,1.0,,,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,3.0,2.0,78599469090.0
DK,2021,29.03952077,36.61969581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ,2021,40.97148822,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,2340000000.0
DM,2021,117.8759525,,4.0,,,,4.0,,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,4.0,240680000.0
DO,2021,50,,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,3693330000.0
EC,2021,,,4.0,,,,4.0,,,,1.0,,,,,,,,,,,,2.0,,,,1.0,,,,,,,2.0,2.0,1292734108.0
EG,2021,,89.90260134,4.0,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,4762226439.0
SV,2021,59.04100927,82.43908118,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1350000000.0
GQ,2021,42.61902192,,6.0,1.0,,,7.0,,,,,,,,,,,1.0,1.0,,,,3.0,,,,,,1.0,,,1.0,,4.0,3.0,2775705018.0
ER,2021,175.3637743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE,2021,17.68997981,17.59934514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ,2021,41.94402098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ,2021,86.14867523,,6.0,,,,6.0,,,,,,,,,,,1.0,,,,2.0,3.0,,,,,,,,,,,3.0,3.0,161909919.0
FI,2021,59.17180778,72.59538976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR,2021,92.19940748,113.001201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,2021,65.77136079,,3.0,1.0,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,1.0,3.0,5995340909.0
GM,2021,83.50265745,,4.0,,,,4.0,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,3.0,934557209.0
DE,2021,46.63960575,68.62297494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,2021,79.60111169,,3.0,1.0,,,4.0,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,1.0,,,3.0,1.0,12744654973.0
GR,2021,213.7539067,200.712458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,2021,70.96185662,,5.0,,,,4.0,,1.0,,,,,,,,1.0,,,,,,2.0,,,,2.0,,,,,,,3.0,2.0,82811450.0
GT,2021,30.415716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,2021,40.64704535,,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,900000000.0
GW,2021,78.89145852,,4.0,,,,4.0,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,1.0,3.0,2370000000.0
GY,2021,43.22984307,,5.0,,,,5.0,,,,,,,,,,,2.0,,,,,2.0,,,,,,1.0,,,,,3.0,2.0,55856115.0
HT,2021,25.59733091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,2021,55.78992806,49.21779348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,2021,10.45364922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,2021,75.30868847,74.55092566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,2021,72.43194785,75.57490968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,2021,54.71428797,84.68409875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,2021,40.69621106,41.14045424,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,7200000000.0
IR,2021,42.40390987,,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,4500000000.0
IQ,2021,59.16790064,,5.0,3.0,,1.0,5.0,2.0,,,,,,,,,1.0,,,,,,5.0,1.0,,,,,,,1.0,,,3.0,5.0,235935000000.0
IE,2021,61.98486104,55.37940758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,2021,66.16443964,67.98442116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2021,145.6039701,149.8933053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM,2021,98.97649283,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,181393867.0
JP,2021,218.0966411,255.3940238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,2021,90.87107967,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,900000000.0
KZ,2021,22.31044463,25.10045025,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,1596932717.0
KE,2021,66.96759207,,2.0,1.0,,,3.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,2.0,1.0,2184501769.0
KI,2021,17.08063221,17.08063221,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,388720000.0
KR,2021,45.33084129,51.33084129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2021,8.669683586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,2021,59.47031237,59.47031237,6.0,,,,6.0,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,1.0,5.0,7840419501.0
LA,2021,92.35779646,,15.0,,,,14.0,1.0,,,,,,,,,,,,,,1.0,13.0,,,,,,,,,,1.0,2.0,13.0,15518899621.0
LV,2021,45.43021388,44.71518025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,2021,,,4.0,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,3.0,704200000.0
LS,2021,56.3521257,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,6867517341.0
LR,2021,53.27198346,,5.0,,,,5.0,,,,,,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,4.0,1.0,210328778.0
LY,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,2021,42.77221026,44.02627316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU,2021,20.65924338,24.52908223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,2021,52.32348555,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,553333333.0
MW,2021,61.61071147,,6.0,1.0,,,7.0,,,,2.0,,,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,1.0,,,7.0,,12394586579.0
MY,2021,63.40311588,69.3110785,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,900000000.0
MV,2021,120.0614353,,3.0,1.0,,,3.0,1.0,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,1.0,3.0,7128887800.0
ML,2021,50.68140597,,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,1.0,2.0,1543441945.0
MT,2021,53.97598462,55.08561571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR,2021,50.91911347,,3.0,,,,2.0,1.0,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,3.0,,8162311084.0
MX,2021,41.46057963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,2021,32.14641867,33.09458298,2.0,,,,2.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,703151787.0
MN,2021,59.74802375,79.74801689,4.0,1.0,,,3.0,2.0,,,,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,3.0,2.0,9519295862.0
ME,2021,82.54135726,86.63577024,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,54000000.0
MA,2021,68.94032959,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,900000000.0
MZ,2021,107.202978,,4.0,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,2628000000.0
MM,2021,65.53051695,,20.0,1.0,,,20.0,1.0,,,,,,,,,,,1.0,,,1.0,18.0,,,,1.0,,,,,,,3.0,18.0,29057825173.0
NA,2021,71.97925592,,5.0,,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,1.0,4.0,7398690449.0
NP,2021,44.04635598,,9.0,,,,9.0,,,,,,,,,,,,,,,,8.0,,,1.0,,,,,,,,,9.0,6818095040.0
NZ,2021,50.09741319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,2021,47.55235016,47.55235016,2.0,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,1800000000.0
NE,2021,51.33760784,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,1440000000.0
NG,2021,32.57905915,36.50954369,2.0,1.0,,,3.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,,,2.0,1.0,3847228018.0
MK,2021,51.85,53.41082954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,2021,15.4936306,42.70327268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,2021,61.26449846,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,180000000.0
PK,2021,73.56157012,,11.0,4.0,,,15.0,,,,,,,,,,3.0,,,4.0,,,7.0,,,,1.0,,,,,,,8.0,7.0,12751495033.0
PG,2021,52.13464878,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,9632509.0
PY,2021,30.85867915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,2021,32.42563161,33.70585041,10.0,,,,10.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,1.0,9.0,3870504359.0
PL,2021,43.3710724,53.75465782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,2021,129.8121319,125.383357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,2021,58.40755323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,2021,49.08981993,48.63739538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,2021,,16.45502493,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,312000.0
RW,2021,66.57501853,,3.0,1.0,,,4.0,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,1.0,3.0,22629926733.0
KN,2021,27.84174723,69.96912353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,2021,96.02343629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC,2021,83.52859707,89.26683832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,2021,46.30007062,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,23622047.0
SM,2021,86.29332864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2021,28.79712408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2021,73.15729835,,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,2.0,2.0,73436177590.0
RS,2021,56.51013773,56.25705651,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,1.0,2.0,100098850000.0
SC,2021,72.85261489,,6.0,,,,6.0,,,,,,,1.0,,,,,,,,,4.0,,,,1.0,,,,,,,3.0,3.0,64191768.0
SL,2021,79.28587384,,4.0,1.0,,1.0,4.0,,,,,,,,1.0,,1.0,,,,,,2.0,1.0,,,,,,,,,,3.0,2.0,200924515015.0
SG,2021,153.5239834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2021,67.58848505,62.18588553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,2021,68.71555372,74.46832963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,2021,15.35652963,,7.0,,,,7.0,,,,1.0,,,,,,,,,2.0,,,3.0,,,,1.0,,,,,,,4.0,3.0,6808988223.0
ZA,2021,68.97842663,,3.0,1.0,,1.0,3.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,1.0,,,2.0,2.0,2013715043.0
SS,2021,58.52275552,,4.0,,,,4.0,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,3.0,1.0,6598774531.0
ES,2021,106.0597427,118.3859681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK,2021,102.2420445,,12.0,1.0,,,13.0,,,,,,,,,,,2.0,,1.0,,2.0,8.0,,,,,,,,,,,6.0,7.0,57234765799.0
SD,2021,187.903807,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,450000000.0
SR,2021,116.9783168,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,180000000.0
SE,2021,39.00077627,36.26390506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2021,13.74735712,41.48298349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2021,,,4.0,,,,4.0,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,4.0,1710000000.0
ST,2021,70.60244295,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,180000000.0
TW,2021,26.26496494,30.13605237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2021,52.80079821,52.84451768,5.0,,,,5.0,,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,5.0,5015038760.0
TL,2021,15.17878193,,9.0,,,,9.0,,,,1.0,,,,1.0,,,2.0,,,,,5.0,,,,,,,,,,,4.0,5.0,305058712.0
TG,2021,63.7452641,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,2527200000.0
TO,2021,47.54703294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TT,2021,57.85051478,,3.0,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,195451938.0
TN,2021,79.94186798,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,360000000.0
TM,2021,10.08347564,10.08347564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,2021,8.764615825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2021,37.90728355,41.8034379,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1937984496.0
UG,2021,50.63839041,,6.0,1.0,,,6.0,1.0,,,,,,,1.0,,,,,,,,4.0,,,1.0,,,,,1.0,,,3.0,4.0,12058117028.0
UA,2021,48.94262007,48.84141176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB,2021,105.0957914,105.9267586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,2021,113.7051972,126.4263658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,2021,57.37240314,,1.0,1.0,,,2.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,2300000000.0
VU,2021,47.47549518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VE,2021,,250.5828044,4.0,,,,4.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,4.0,1605402914.0
VN,2021,38.72076655,39.309678,5.0,,,,5.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,5.0,3229224806.0
PS,2021,64.28908402,,3.0,,,,3.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,3.0,376689480.0
YE,2021,85.08302326,85.08302326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZM,2021,110.7897389,,4.0,1.0,,,5.0,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,2.0,3.0,3481670000.0
ZW,2021,59.80656696,,8.0,2.0,,,10.0,,,,,,,1.0,,,1.0,,,,,,6.0,,,,1.0,,,,,,1.0,4.0,6.0,19949234135.0
AF,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AL,2022,66.46365803,67.58120453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,2022,52.39688055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO,2022,67.04993961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG,2022,90.56216559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR,2022,84.4656296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,2022,49.27332337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,2022,38.62804047,55.70183896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2022,60.52442135,77.78641131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,2022,20.67505662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS,2022,84.30052049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,2022,117.5870785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,2022,39.08792644,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,112698600000.0
BB,2022,126.830775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY,2022,,39.75269269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BE,2022,86.61606745,105.2704215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,2022,64.1412658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
