Country,Year,Central Govt Debt (Percentage of GDP),General Govt Debt (Percentage of GDP),Grant,Loan,Vague,Commercial,Development,Mixed,Representational,ACTION RELATING TO DEBT,"AGRICULTURE, FORESTRY, FISHING",BANKING AND FINANCIAL SERVICES,BUSINESS AND OTHER SERVICES,COMMUNICATIONS,DEVELOPMENTAL FOOD AID/FOOD SECURITY ASSISTANCE,DISASTER PREVENTION AND PREPAREDNESS,EDUCATION,EMERGENCY RESPONSE,ENERGY,GENERAL BUDGET SUPPORT,GENERAL ENVIRONMENTAL PROTECTION,GOVERNMENT AND CIVIL SOCIETY,HEALTH,"INDUSTRY, MINING, CONSTRUCTION",OTHER COMMODITY ASSISTANCE,OTHER MULTISECTOR,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,POPULATION POLICIES/PROGRAMMES AND REPRODUCTIVE HEALTH,RECONSTRUCTION RELIEF AND REHABILITATION,TRADE POLICIES AND REGULATIONS,TRANSPORT AND STORAGE,UNALLOCATED/UNSPECIFIED,WATER SUPPLY AND SANITATION,No,Yes,Adjusted Amount (Nominal USD)
EG,2008,,66.76061466,2.0,,,,2.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,967554155.0
SV,2008,41.40994722,48.10621407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ,2008,0.488085866,,1.0,4.0,,,2.0,3.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,5.0,,100766720038.0
ER,2008,259.6666478,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,2.0,,9000000000.0
EE,2008,1.75832693,4.509548943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ,2008,14.59577739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ,2008,47.46373487,,2.0,1.0,,,3.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,3.0,,2770579437.0
FI,2008,30.97315523,32.56067743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR,2008,55.25050442,68.77704052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,2008,20.05319151,,,2.0,,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,37000000000.0
GM,2008,39.52827727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,2008,40.05140409,65.68162451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,2008,24.64368031,,2.0,4.0,,,4.0,2.0,,,,,,,,,2.0,,3.0,,,1.0,,,,,,,,,,,,6.0,,122272163364.0
GR,2008,109.2198101,110.3468251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,2008,83.91306238,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,100000000.0
GT,2008,19.81798794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,2008,58.46341683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GW,2008,148.8151713,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,1610000000.0
GY,2008,47.59764008,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,736618.0
HT,2008,32.74736355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,2008,20.0764634,18.49231885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,2008,3.923892877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,2008,68.14783179,71.13347462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,2008,107.9590469,110.3566564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,2008,47.49618477,72.83659997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ID,2008,30.22692131,30.25203746,,3.0,,,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,63318173240.0
IR,2008,12.3735073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQ,2008,74.16751105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,2008,45.15804629,42.5137359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,2008,68.89600829,70.37338945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2008,100.416167,106.1639479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM,2008,95.20266242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JP,2008,143.280807,180.8502383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,2008,54.24032005,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1080000000.0
KZ,2008,6.326761736,6.765869645,,3.0,,,,3.0,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,3.0,,770000000000.0
KE,2008,34.25391871,,3.0,2.0,,,5.0,,,,,,,,,,,2.0,,,,2.0,,,,,1.0,,,,,,,5.0,,5272922532.0
KI,2008,12.89298369,12.89298369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,2008,25.80971371,26.94866804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2008,5.376099829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,2008,49.011562,49.011562,1.0,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,2.0,,265000000.0
LA,2008,51.72348147,,4.0,2.0,,,4.0,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,1.0,1.0,,6.0,,14470000000.0
LV,2008,15.34616343,16.13533137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,2008,161.4871176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS,2008,44.18792761,,3.0,,,,3.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,,532095701.0
LR,2008,233.1032391,,4.0,,,,3.0,1.0,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,4.0,,2803600000.0
LY,2008,1.194316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,2008,13.40814452,14.58083282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU,2008,8.078061265,14.6349876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,2008,31.0101038,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,26294283.0
MW,2008,23.5235244,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,7100717835.0
MY,2008,37.99685051,39.36085383,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,33000000000.0
MV,2008,38.95785465,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1984375.0
ML,2008,20.09815188,,4.0,,,,4.0,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,4.0,,917113914.0
MT,2008,56.80226038,61.82705473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MR,2008,57.23625407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MX,2008,24.01139238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MD,2008,18.44264949,22.19530894,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,439447761.0
MN,2008,38.559303,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1442480981.0
ME,2008,28.8303024,34.18454745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,2008,41.99059062,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,125433129.0
MZ,2008,33.70547693,,,2.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,11016666102.0
MM,2008,57.71033353,,6.0,1.0,,,6.0,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,1.0,,,7.0,,3356647864.0
NA,2008,19.09699494,,2.0,,,,2.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,288359151.0
NP,2008,36.76223742,,3.0,,,,3.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,3.0,,848528441.0
NZ,2008,19.00320542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NI,2008,25.99924719,25.99924719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NE,2008,14.17010291,,3.0,,1.0,,4.0,,,,,,,,,,1.0,,,,,,1.0,,,,1.0,,,,1.0,,,4.0,,3407343389.0
NG,2008,7.276108146,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1000000000.0
MK,2008,19.96659221,20.64167118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO,2008,13.346933,47.54502363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM,2008,3.199479475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK,2008,51.8799269,,3.0,4.0,,,3.0,4.0,,,,,,,,,,1.0,3.0,,,2.0,,,,,,,,,1.0,,,7.0,,142719188539.0
PG,2008,21.55532122,,4.0,,,,4.0,,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,4.0,,498584250.0
PY,2008,10.16167754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE,2008,23.1796445,26.5266385,3.0,,,,3.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,3.0,,300204441.0
PL,2008,44.33407402,46.73496007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT,2008,73.29701155,75.64259185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA,2008,11.35667783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RO,2008,12.49451221,12.33618594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RU,2008,6.086902785,7.44624468,,5.0,,4.0,,1.0,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,2687390000000.0
RW,2008,18.29286012,,3.0,,,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,3.0,,374217057.0
KN,2008,84.57337322,124.6317548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LC,2008,46.67709789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VC,2008,36.96812259,50.22771283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WS,2008,28.17950394,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,119000000.0
SM,2008,15.4887413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2008,12.05599316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,2008,19.07349327,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,2928863557.0
RS,2008,26.75104498,30.55626442,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,143882621.0
SC,2008,192.1023645,,3.0,,,,3.0,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,3.0,,1011498610.0
SL,2008,53.43876494,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1000000000.0
SG,2008,96.44771002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SK,2008,33.85080321,28.59885844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SI,2008,18.9359618,21.78596101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SB,2008,28.92629685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZA,2008,24.04482103,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,150000000000.0
SS,2008,,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,111382735.0
ES,2008,33.24436681,39.71200388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LK,2008,68.78242181,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,3.0,,32607165609.0
SD,2008,55.75640121,,3.0,,,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,3.0,,290964049.0
SR,2008,14.77352751,,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,3.0,,19855304860.0
SE,2008,40.89350936,37.51052457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CH,2008,18.71133835,44.81588364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SY,2008,37.31915911,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,3244720400.0
ST,2008,58.54933174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW,2008,28.80694888,33.35318323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TH,2008,21.99186035,22.07936588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TL,2008,,,3.0,,,,3.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,3.0,,445436415.0
TG,2008,68.7349435,,2.0,,,,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,642462526.0
TO,2008,34.00523364,,4.0,1.0,,,4.0,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,5.0,,8877612166.0
TT,2008,13.47190787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN,2008,45.05349749,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,639242216.0
TM,2008,4.761565753,4.761565753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV,2008,19.75767757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TR,2008,37.97831278,37.74814761,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,72000000000.0
UG,2008,15.65383821,,5.0,,,,5.0,,,,,,,,,,1.0,,,,,1.0,2.0,,,,1.0,,,,,,,5.0,,4218904717.0
UA,2008,19.84665967,20.41297763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB,2008,49.9094208,50.79113359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
US,2008,53.40629052,73.41683226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UY,2008,48.11704335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VU,2008,21.2129362,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,894005622.0
VE,2008,13.98,20.31132034,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,400000000000.0
VN,2008,25.71630667,31.04529583,1.0,4.0,,,2.0,3.0,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,5.0,,65694774726.0
PS,2008,22.97829409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YE,2008,36.42126603,36.42126603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZM,2008,19.19181798,,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,31500000000.0
ZW,2008,61.07679246,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,50000000.0
AF,2009,16.24726137,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,2.0,,228750000.0
AL,2009,59.67018035,59.66648297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ,2009,9.774736373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AO,2009,56.30224695,,,6.0,,,1.0,5.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,3.0,,1.0,6.0,,86565030489.0
AG,2009,100.6319845,,2.0,,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,720370370.0
AR,2009,55.39708036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM,2009,34.13796317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AU,2009,11.48417591,16.62270537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,2009,58.57262829,79.57976921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AZ,2009,4.726182379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BS,2009,30.90927162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BH,2009,21.36254306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD,2009,33.009655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BB,2009,100.3723717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BY,2009,21.42899094,32.54684868,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,31671000000.0
BE,2009,86.49418569,100.2167557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BZ,2009,70.03342799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJ,2009,18.7476805,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,1906682037.0
BT,2009,65.68335537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO,2009,36.23374568,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,51797744.0
BA,2009,35.06660314,35.06660314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW,2009,19.25222386,,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,966796040.0
BR,2009,63.80769649,64.7015844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN,2009,1.109942018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG,2009,19.44399748,21.28617603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BF,2009,20.72011217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BI,2009,25.69016304,,3.0,1.0,,,4.0,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,4.0,,1617916126.0
CV,2009,64.1418313,,,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,1630263701.0
CM,2009,11.25564944,,2.0,4.0,,,5.0,1.0,,,1.0,,,1.0,,,,,,,,,3.0,,,,1.0,,,,,,,6.0,,10999774452.0
CA,2009,43.66983722,81.86967252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF,2009,20.3003043,,3.0,1.0,,,4.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,,,4.0,,1849701186.0
TD,2009,31.52545587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,2009,5.844926168,5.844926448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO,2009,28.88084088,35.38676423,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,720340.0
KM,2009,31.72957409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG,2009,83.83552452,,3.0,2.0,,,4.0,1.0,,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,5.0,,64272813001.0
CR,2009,25.99486235,26.08662637,4.0,,,,4.0,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,,,,4.0,,12131153200.0
HR,2009,47.25758725,49.75882724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CY,2009,89.09266151,54.29091591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZ,2009,30.94519412,33.35597524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CI,2009,46.47552306,,2.0,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,774775110.0
DK,2009,36.43768259,40.18179675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJ,2009,29.55512081,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,966112073.0
DM,2009,62.81045863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DO,2009,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC,2009,14.93769498,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,100029400501.0
EG,2009,,69.45003841,2.0,2.0,,,2.0,2.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,4.0,,11054731561.0
SV,2009,50.29879075,59.0607703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GQ,2009,4.336992336,,5.0,2.0,,,5.0,2.0,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,1.0,7.0,,85115369496.0
ER,2009,206.8956303,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,4634367379.0
EE,2009,3.680336488,7.239669796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SZ,2009,10.4866612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FJ,2009,51.50418934,,5.0,1.0,,,6.0,,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,1.0,,,6.0,,7414371844.0
FI,2009,39.00311972,41.53135953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR,2009,67.04633597,83.03975063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA,2009,25.99174899,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,10990000000.0
GM,2009,38.86814254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE,2009,44.41099385,73.15660355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH,2009,26.79168318,,4.0,1.0,,,5.0,,,,,,,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,5.0,,1634819205.0
GR,2009,126.7457224,127.8232072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,2009,91.09436482,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,6.0,,1119300000.0
GT,2009,23.15116592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,2009,61.30607456,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1000000000.0
GW,2009,148.2582054,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1450000000.0
GY,2009,51.69145751,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,10246644.0
HT,2009,18.26801539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HN,2009,23.86625467,21.62511157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HK,2009,4.881738381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HU,2009,73.69938195,77.34338166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IS,2009,124.7573308,128.7733393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,2009,49.35503108,71.51815833,,3.0,,,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,23700000000.0
ID,2009,26.46083467,26.48312574,,3.0,,,1.0,2.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,145174003000.0
IR,2009,13.27793732,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,111200000000.0
IQ,2009,87.3750997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,2009,64.76458793,61.75437562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,2009,71.49952611,72.95718211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IT,2009,109.7992279,116.6096451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JM,2009,98.30420781,,,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,5606323894.0
JP,2009,158.0748028,198.8062959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JO,2009,57.96456412,,2.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,,4129428300.0
KZ,2009,9.51364827,10.2270276,,2.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,2.0,,320000000000.0
KE,2009,35.9605988,,7.0,3.0,,,9.0,1.0,,,1.0,,,,,,1.0,2.0,,,,,3.0,,,,1.0,,,,2.0,,,10.0,,30841064287.0
KI,2009,9.345188176,9.345188176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KR,2009,28.71370404,29.98379389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KW,2009,6.653287951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KG,2009,58.49440133,58.49440133,1.0,2.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,10789966170.0
LA,2009,51.82251727,,3.0,4.0,,,5.0,2.0,,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,2.0,,,7.0,,18718508223.0
LV,2009,31.31809734,32.40768595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LB,2009,144.4992036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LS,2009,38.03560676,,1.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,2.0,,3283102018.0
LR,2009,130.9361053,,4.0,,,,4.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,4.0,,1630276123.0
LY,2009,2.3193922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,2009,26.4351919,27.99000636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LU,2009,8.276420141,15.28884245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MG,2009,34.8565742,,4.0,,,,4.0,,,,,,,,,,1.0,,,,,,1.0,,,,2.0,,,,,,,4.0,,943609200.0
MW,2009,23.48688752,,4.0,1.0,,,5.0,,,,1.0,,,,,,,1.0,,,,3.0,,,,,,,,,,,,5.0,,14355535660.0
MY,2009,48.53317155,50.40802955,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,150000000.0
MV,2009,48.38693428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML,2009,21.85512485,,4.0,1.0,,,5.0,,,,,,,,,,,,,,,,3.0,1.0,,,,,,,1.0,,,5.0,,12491682900.0
MT,2009,62.0948225,66.34083344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
